[2026-04-29 14:18:58] INFO Device: cuda
[2026-04-29 14:18:58] INFO GPU: NVIDIA GeForce RTX 5090
[2026-04-29 14:18:58] INFO Loaded outputs/full_0429/best.pth
[2026-04-29 14:18:58] INFO   ckpt epoch=145 best_mae=26.099386849979567
[2026-04-29 14:18:58] INFO Cases to infer: 200
C:\Users\USER\anaconda3\envs\nnunet\Lib\site-packages\monai\inferers\utils.py:226: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\autograd\python_variable_indexing.cpp:353.)
  win_data = torch.cat([inputs[win_slice] for win_slice in unravel_slice]).to(sw_device)
C:\Users\USER\anaconda3\envs\nnunet\Lib\site-packages\monai\inferers\utils.py:370: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\autograd\python_variable_indexing.cpp:353.)
  out[idx_zm] += p
[2026-04-29 14:18:59] INFO [1/200] 2HNA002 shape=(309, 307, 88) done in 0.8s
[2026-04-29 14:19:00] INFO [2/200] 2HNA005 shape=(311, 307, 83) done in 0.6s
[2026-04-29 14:19:00] INFO [3/200] 2HNA010 shape=(308, 309, 88) done in 0.6s
[2026-04-29 14:19:01] INFO [4/200] 2HNA011 shape=(314, 313, 79) done in 0.6s
[2026-04-29 14:19:02] INFO [5/200] 2HNA014 shape=(310, 309, 87) done in 0.6s
[2026-04-29 14:19:02] INFO [6/200] 2HNA016 shape=(308, 308, 88) done in 0.6s
[2026-04-29 14:19:03] INFO [7/200] 2HNA019 shape=(312, 309, 86) done in 0.6s
[2026-04-29 14:19:03] INFO [8/200] 2HNA021 shape=(308, 307, 88) done in 0.7s
[2026-04-29 14:19:04] INFO [9/200] 2HNA024 shape=(309, 309, 87) done in 0.6s
[2026-04-29 14:19:05] INFO [10/200] 2HNA025 shape=(309, 308, 87) done in 0.6s
[2026-04-29 14:19:05] INFO [11/200] 2HNA026 shape=(308, 309, 88) done in 0.6s
[2026-04-29 14:19:06] INFO [12/200] 2HNA027 shape=(307, 308, 88) done in 0.7s
[2026-04-29 14:19:06] INFO [13/200] 2HNA028 shape=(313, 313, 86) done in 0.6s
[2026-04-29 14:19:07] INFO [14/200] 2HNA029 shape=(309, 309, 82) done in 0.6s
[2026-04-29 14:19:08] INFO [15/200] 2HNA031 shape=(313, 308, 86) done in 0.6s
[2026-04-29 14:19:08] INFO [16/200] 2HNA032 shape=(307, 312, 86) done in 0.6s
[2026-04-29 14:19:09] INFO [17/200] 2HNA033 shape=(309, 307, 87) done in 0.6s
[2026-04-29 14:19:09] INFO [18/200] 2HNA034 shape=(309, 309, 87) done in 0.6s
[2026-04-29 14:19:10] INFO [19/200] 2HNA035 shape=(308, 307, 87) done in 0.6s
[2026-04-29 14:19:11] INFO [20/200] 2HNA036 shape=(309, 308, 87) done in 0.6s
[2026-04-29 14:19:11] INFO [21/200] 2HNA038 shape=(314, 309, 86) done in 0.6s
[2026-04-29 14:19:12] INFO [22/200] 2HNA039 shape=(310, 308, 88) done in 0.6s
[2026-04-29 14:19:12] INFO [23/200] 2HNA040 shape=(308, 307, 88) done in 0.7s
[2026-04-29 14:19:13] INFO [24/200] 2HNA041 shape=(307, 308, 87) done in 0.6s
[2026-04-29 14:19:14] INFO [25/200] 2HNA044 shape=(314, 311, 87) done in 0.6s
[2026-04-29 14:19:14] INFO [26/200] 2HNA045 shape=(309, 309, 87) done in 0.6s
[2026-04-29 14:19:15] INFO [27/200] 2HNA046 shape=(306, 307, 87) done in 0.6s
[2026-04-29 14:19:16] INFO [28/200] 2HNA047 shape=(310, 308, 86) done in 0.6s
[2026-04-29 14:19:16] INFO [29/200] 2HNA050 shape=(312, 307, 87) done in 0.6s
[2026-04-29 14:19:17] INFO [30/200] 2HNA056 shape=(311, 308, 87) done in 0.6s
[2026-04-29 14:19:17] INFO [31/200] 2HNA058 shape=(307, 307, 87) done in 0.6s
[2026-04-29 14:19:18] INFO [32/200] 2HNA061 shape=(311, 282, 51) done in 0.3s
[2026-04-29 14:19:18] INFO [33/200] 2HNA068 shape=(310, 308, 87) done in 0.6s
[2026-04-29 14:19:19] INFO [34/200] 2HNA070 shape=(309, 310, 88) done in 0.6s
[2026-04-29 14:19:20] INFO [35/200] 2HNA073 shape=(308, 310, 87) done in 0.6s
[2026-04-29 14:19:20] INFO [36/200] 2HNA076 shape=(308, 308, 88) done in 0.6s
[2026-04-29 14:19:21] INFO [37/200] 2HNA077 shape=(308, 308, 88) done in 0.6s
[2026-04-29 14:19:21] INFO [38/200] 2HNA082 shape=(309, 308, 87) done in 0.6s
[2026-04-29 14:19:22] INFO [39/200] 2HNA083 shape=(309, 308, 87) done in 0.6s
[2026-04-29 14:19:23] INFO [40/200] 2HNA084 shape=(310, 309, 87) done in 0.6s
[2026-04-29 14:19:23] INFO [41/200] 2HNA086 shape=(312, 308, 87) done in 0.6s
[2026-04-29 14:19:24] INFO [42/200] 2HNA087 shape=(310, 309, 82) done in 0.6s
[2026-04-29 14:19:24] INFO [43/200] 2HNA088 shape=(308, 310, 88) done in 0.6s
[2026-04-29 14:19:25] INFO [44/200] 2HNA089 shape=(308, 311, 88) done in 0.6s
[2026-04-29 14:19:26] INFO [45/200] 2HNA090 shape=(309, 309, 88) done in 0.6s
[2026-04-29 14:19:26] INFO [46/200] 2HNA091 shape=(312, 308, 87) done in 0.6s
[2026-04-29 14:19:27] INFO [47/200] 2HNA092 shape=(310, 309, 88) done in 0.6s
[2026-04-29 14:19:27] INFO [48/200] 2HNA093 shape=(312, 310, 86) done in 0.6s
[2026-04-29 14:19:28] INFO [49/200] 2HNA094 shape=(309, 310, 87) done in 0.6s
[2026-04-29 14:19:29] INFO [50/200] 2HNA095 shape=(310, 309, 87) done in 0.6s
[2026-04-29 14:19:29] INFO [51/200] 2HNA096 shape=(308, 307, 87) done in 0.6s
[2026-04-29 14:19:30] INFO [52/200] 2HNA097 shape=(310, 308, 87) done in 0.6s
[2026-04-29 14:19:30] INFO [53/200] 2HNA098 shape=(273, 288, 82) done in 0.6s
[2026-04-29 14:19:31] INFO [54/200] 2HNA099 shape=(309, 309, 88) done in 0.6s
[2026-04-29 14:19:32] INFO [55/200] 2HNA100 shape=(307, 307, 88) done in 0.7s
[2026-04-29 14:19:32] INFO [56/200] 2HNA102 shape=(307, 310, 87) done in 0.7s
[2026-04-29 14:19:33] INFO [57/200] 2HNA104 shape=(309, 311, 86) done in 0.7s
[2026-04-29 14:19:34] INFO [58/200] 2HNA105 shape=(311, 308, 87) done in 0.7s
[2026-04-29 14:19:34] INFO [59/200] 2HNA106 shape=(309, 309, 87) done in 0.6s
[2026-04-29 14:19:35] INFO [60/200] 2HNA107 shape=(308, 310, 87) done in 0.6s
[2026-04-29 14:19:36] INFO [61/200] 2HNA108 shape=(308, 225, 88) done in 0.5s
[2026-04-29 14:19:36] INFO [62/200] 2HNA110 shape=(307, 308, 87) done in 0.6s
[2026-04-29 14:19:37] INFO [63/200] 2HNA111 shape=(308, 311, 81) done in 0.6s
[2026-04-29 14:19:37] INFO [64/200] 2HNA113 shape=(310, 310, 87) done in 0.6s
[2026-04-29 14:19:38] INFO [65/200] 2HNA115 shape=(307, 309, 87) done in 0.6s
[2026-04-29 14:19:39] INFO [66/200] 2HNB001 shape=(308, 310, 88) done in 0.6s
[2026-04-29 14:19:39] INFO [67/200] 2HNB002 shape=(311, 313, 87) done in 0.6s
[2026-04-29 14:19:40] INFO [68/200] 2HNB005 shape=(309, 309, 88) done in 0.6s
[2026-04-29 14:19:40] INFO [69/200] 2HNB006 shape=(307, 309, 88) done in 0.6s
[2026-04-29 14:19:41] INFO [70/200] 2HNB007 shape=(308, 309, 88) done in 0.6s
[2026-04-29 14:19:42] INFO [71/200] 2HNB009 shape=(309, 309, 88) done in 0.6s
[2026-04-29 14:19:42] INFO [72/200] 2HNB010 shape=(312, 308, 87) done in 0.6s
[2026-04-29 14:19:43] INFO [73/200] 2HNB011 shape=(310, 308, 87) done in 0.6s
[2026-04-29 14:19:43] INFO [74/200] 2HNB013 shape=(309, 311, 88) done in 0.6s
[2026-04-29 14:19:44] INFO [75/200] 2HNB014 shape=(308, 308, 88) done in 0.6s
[2026-04-29 14:19:45] INFO [76/200] 2HNB015 shape=(308, 308, 88) done in 0.6s
[2026-04-29 14:19:45] INFO [77/200] 2HNB016 shape=(307, 307, 49) done in 0.4s
[2026-04-29 14:19:46] INFO [78/200] 2HNB019 shape=(309, 308, 88) done in 0.6s
[2026-04-29 14:19:46] INFO [79/200] 2HNB020 shape=(307, 310, 88) done in 0.6s
[2026-04-29 14:19:47] INFO [80/200] 2HNB023 shape=(315, 315, 86) done in 0.7s
[2026-04-29 14:19:48] INFO [81/200] 2HNB024 shape=(307, 306, 88) done in 0.7s
[2026-04-29 14:19:48] INFO [82/200] 2HNB030 shape=(311, 310, 87) done in 0.6s
[2026-04-29 14:19:49] INFO [83/200] 2HNB031 shape=(308, 311, 87) done in 0.6s
[2026-04-29 14:19:50] INFO [84/200] 2HNB033 shape=(308, 309, 88) done in 0.6s
[2026-04-29 14:19:50] INFO [85/200] 2HNB034 shape=(309, 310, 87) done in 0.7s
[2026-04-29 14:19:51] INFO [86/200] 2HNB036 shape=(309, 309, 88) done in 0.7s
[2026-04-29 14:19:52] INFO [87/200] 2HNB037 shape=(309, 312, 87) done in 0.7s
[2026-04-29 14:19:52] INFO [88/200] 2HNB039 shape=(311, 310, 87) done in 0.6s
[2026-04-29 14:19:53] INFO [89/200] 2HNB043 shape=(311, 310, 88) done in 0.6s
[2026-04-29 14:19:54] INFO [90/200] 2HNB044 shape=(309, 308, 88) done in 0.6s
[2026-04-29 14:19:54] INFO [91/200] 2HNB045 shape=(310, 309, 87) done in 0.7s
[2026-04-29 14:19:55] INFO [92/200] 2HNB047 shape=(311, 310, 87) done in 0.6s
[2026-04-29 14:19:55] INFO [93/200] 2HNB050 shape=(311, 312, 87) done in 0.6s
[2026-04-29 14:19:56] INFO [94/200] 2HNB051 shape=(311, 309, 88) done in 0.6s
[2026-04-29 14:19:57] INFO [95/200] 2HNB053 shape=(310, 308, 88) done in 0.6s
[2026-04-29 14:19:57] INFO [96/200] 2HNB054 shape=(309, 310, 88) done in 0.6s
[2026-04-29 14:19:58] INFO [97/200] 2HNB055 shape=(310, 308, 87) done in 0.6s
[2026-04-29 14:19:59] INFO [98/200] 2HNB058 shape=(308, 311, 87) done in 0.6s
[2026-04-29 14:19:59] INFO [99/200] 2HNB059 shape=(308, 309, 88) done in 0.6s
[2026-04-29 14:20:00] INFO [100/200] 2HNB060 shape=(311, 311, 87) done in 0.6s
